USGG10YR Index;;GCAN10YR Index;;GUKG10 Index;;GDBR10 Index;;GFRN10 Index;;GBTPGR10 Index;
Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST
08.01.2003;4.0169;06.01.2003;4.988;06.01.2003;4.481;06.01.2003;4.312;13.01.2003;4.319;08.01.2003;4.433
09.01.2003;4.179;07.01.2003;4.927;07.01.2003;4.471;07.01.2003;4.286;14.01.2003;4.297;09.01.2003;4.451
10.01.2003;4.132;08.01.2003;4.933;08.01.2003;4.424;08.01.2003;4.272;15.01.2003;4.287;10.01.2003;4.432
13.01.2003;4.1202;09.01.2003;5.001;09.01.2003;4.44;09.01.2003;4.284;16.01.2003;4.289;13.01.2003;4.452
14.01.2003;4.0772;10.01.2003;4.99;10.01.2003;4.43;10.01.2003;4.265;17.01.2003;4.198;14.01.2003;4.432
15.01.2003;4.0597;13.01.2003;5.012;13.01.2003;4.472;13.01.2003;4.286;20.01.2003;4.17;15.01.2003;4.437
16.01.2003;4.0773;14.01.2003;5.007;14.01.2003;4.465;14.01.2003;4.272;21.01.2003;4.153;16.01.2003;4.447
17.01.2003;4.0091;15.01.2003;5.011;15.01.2003;4.467;15.01.2003;4.269;22.01.2003;4.143;17.01.2003;4.362
20.01.2003;4.015;16.01.2003;4.989;16.01.2003;4.454;16.01.2003;4.263;23.01.2003;4.119;20.01.2003;4.336
21.01.2003;3.9703;17.01.2003;4.939;17.01.2003;4.354;17.01.2003;4.174;24.01.2003;4.05;21.01.2003;4.313
22.01.2003;3.9144;20.01.2003;4.922;20.01.2003;4.337;20.01.2003;4.148;27.01.2003;4.062;22.01.2003;4.3
23.01.2003;3.9355;21.01.2003;4.906;21.01.2003;4.333;21.01.2003;4.131;28.01.2003;4.099;23.01.2003;4.271
24.01.2003;3.9278;22.01.2003;4.909;22.01.2003;4.333;22.01.2003;4.12;29.01.2003;4.091;24.01.2003;4.202
27.01.2003;3.9625;23.01.2003;4.927;23.01.2003;4.321;23.01.2003;4.097;30.01.2003;4.127;27.01.2003;4.21
28.01.2003;3.9683;24.01.2003;4.939;24.01.2003;4.233;24.01.2003;4.025;31.01.2003;4.123;28.01.2003;4.249
29.01.2003;4.0208;27.01.2003;4.939;27.01.2003;4.221;27.01.2003;4.022;03.02.2003;4.127;29.01.2003;4.248
30.01.2003;3.9606;28.01.2003;4.964;28.01.2003;4.24;28.01.2003;4.054;04.02.2003;4.066;30.01.2003;4.286
31.01.2003;3.9625;29.01.2003;5.025;29.01.2003;4.231;29.01.2003;4.044;05.02.2003;4.081;31.01.2003;4.277
03.02.2003;3.9916;30.01.2003;5.037;30.01.2003;4.287;30.01.2003;4.085;06.02.2003;4.076;03.02.2003;4.283
04.02.2003;3.9199;31.01.2003;5.015;31.01.2003;4.278;31.01.2003;4.072;07.02.2003;4.049;04.02.2003;4.221
05.02.2003;3.9955;03.02.2003;5.048;03.02.2003;4.304;03.02.2003;4.081;10.02.2003;4.07;05.02.2003;4.232
06.02.2003;3.945;04.02.2003;5.034;04.02.2003;4.233;04.02.2003;4.017;11.02.2003;4.056;06.02.2003;4.223
07.02.2003;3.9294;05.02.2003;5.092;05.02.2003;4.242;05.02.2003;4.027;12.02.2003;4.009;07.02.2003;4.194
10.02.2003;3.9643;06.02.2003;5.04;06.02.2003;4.222;06.02.2003;4.025;13.02.2003;3.977;10.02.2003;4.214
11.02.2003;3.9566;07.02.2003;5.039;07.02.2003;4.205;07.02.2003;3.997;14.02.2003;4.025;11.02.2003;4.201
12.02.2003;3.9081;10.02.2003;5.075;10.02.2003;4.221;10.02.2003;4.016;17.02.2003;4.033;12.02.2003;4.159
13.02.2003;3.8769;11.02.2003;5.058;11.02.2003;4.202;11.02.2003;4.011;18.02.2003;4.043;13.02.2003;4.132
14.02.2003;3.961;12.02.2003;5.021;12.02.2003;4.151;12.02.2003;3.963;19.02.2003;3.971;14.02.2003;4.178
17.02.2003;3.9628;13.02.2003;4.974;13.02.2003;4.139;13.02.2003;3.931;20.02.2003;3.947;17.02.2003;4.183
18.02.2003;3.9494;14.02.2003;5.029;14.02.2003;4.196;14.02.2003;3.976;21.02.2003;3.985;18.02.2003;4.189
19.02.2003;3.8825;17.02.2003;5.048;17.02.2003;4.206;17.02.2003;3.983;24.02.2003;3.938;19.02.2003;4.118
20.02.2003;3.8673;18.02.2003;5.043;18.02.2003;4.21;18.02.2003;3.996;25.02.2003;3.93;20.02.2003;4.093
21.02.2003;3.8882;19.02.2003;5.024;19.02.2003;4.159;19.02.2003;3.927;26.02.2003;3.948;21.02.2003;4.131
24.02.2003;3.8445;20.02.2003;4.994;20.02.2003;4.139;20.02.2003;3.904;27.02.2003;4.001;24.02.2003;4.08
25.02.2003;3.8198;21.02.2003;5.032;21.02.2003;4.184;21.02.2003;3.937;28.02.2003;3.952;25.02.2003;4.073
26.02.2003;3.765;24.02.2003;4.986;24.02.2003;4.154;24.02.2003;3.887;03.03.2003;3.933;26.02.2003;4.086
27.02.2003;3.7367;25.02.2003;4.97;25.02.2003;4.147;25.02.2003;3.878;04.03.2003;3.936;27.02.2003;4.135
28.02.2003;3.6897;26.02.2003;4.933;26.02.2003;4.179;26.02.2003;3.894;05.03.2003;3.924;28.02.2003;4.081
03.03.2003;3.6728;27.02.2003;4.945;27.02.2003;4.233;27.02.2003;3.954;06.03.2003;3.897;03.03.2003;4.064
04.03.2003;3.6465;28.02.2003;4.941;28.02.2003;4.173;28.02.2003;3.918;07.03.2003;3.923;04.03.2003;4.068
05.03.2003;3.6278;03.03.2003;4.929;03.03.2003;4.109;03.03.2003;3.899;10.03.2003;3.888;05.03.2003;4.048
06.03.2003;3.6558;04.03.2003;4.924;04.03.2003;4.11;04.03.2003;3.895;11.03.2003;3.907;06.03.2003;4.024
07.03.2003;3.6406;05.03.2003;4.865;05.03.2003;4.114;05.03.2003;3.881;12.03.2003;3.921;07.03.2003;3.997
10.03.2003;3.5606;06.03.2003;4.869;06.03.2003;4.103;06.03.2003;3.87;13.03.2003;4.058;10.03.2003;3.96
11.03.2003;3.5809;07.03.2003;4.853;07.03.2003;4.058;07.03.2003;3.839;14.03.2003;4.105;11.03.2003;3.978
12.03.2003;3.5808;10.03.2003;4.798;10.03.2003;4.025;10.03.2003;3.805;17.03.2003;4.242;12.03.2003;3.995
13.03.2003;3.7456;11.03.2003;4.805;11.03.2003;4.032;11.03.2003;3.819;18.03.2003;4.222;13.03.2003;4.149
14.03.2003;3.7002;12.03.2003;4.819;12.03.2003;4.042;12.03.2003;3.831;19.03.2003;4.322;14.03.2003;4.199
17.03.2003;3.8384;13.03.2003;4.952;13.03.2003;4.197;13.03.2003;3.971;20.03.2003;4.284;17.03.2003;4.326
18.03.2003;3.9053;14.03.2003;4.922;14.03.2003;4.257;14.03.2003;4.025;21.03.2003;4.365;18.03.2003;4.308
19.03.2003;3.9843;17.03.2003;5.023;17.03.2003;4.396;17.03.2003;4.154;24.03.2003;4.283;19.03.2003;4.402
20.03.2003;3.9534;18.03.2003;5.045;18.03.2003;4.381;18.03.2003;4.133;25.03.2003;4.292;20.03.2003;4.365
21.03.2003;4.1031;19.03.2003;5.114;19.03.2003;4.497;19.03.2003;4.227;26.03.2003;4.282;21.03.2003;4.453
24.03.2003;3.9651;20.03.2003;5.13;20.03.2003;4.489;20.03.2003;4.196;27.03.2003;4.246;24.03.2003;4.377
25.03.2003;3.9419;21.03.2003;5.223;21.03.2003;4.555;21.03.2003;4.277;28.03.2003;4.21;25.03.2003;4.384
26.03.2003;3.9284;24.03.2003;5.139;24.03.2003;4.481;24.03.2003;4.206;31.03.2003;4.124;26.03.2003;4.372
27.03.2003;3.9226;25.03.2003;5.143;25.03.2003;4.46;25.03.2003;4.206;01.04.2003;4.115;27.03.2003;4.334
28.03.2003;3.8976;26.03.2003;5.137;26.03.2003;4.461;26.03.2003;4.201;02.04.2003;4.209;28.03.2003;4.301
31.03.2003;3.796;27.03.2003;5.143;27.03.2003;4.407;27.03.2003;4.156;03.04.2003;4.257;31.03.2003;4.209
01.04.2003;3.8095;28.03.2003;5.114;28.03.2003;4.375;28.03.2003;4.129;04.04.2003;4.261;01.04.2003;4.2
02.04.2003;3.9285;31.03.2003;5.083;31.03.2003;4.288;31.03.2003;4.044;07.04.2003;4.33;02.04.2003;4.289
03.04.2003;3.9092;01.04.2003;5.114;01.04.2003;4.312;01.04.2003;4.035;08.04.2003;4.298;03.04.2003;4.342
04.04.2003;3.9517;02.04.2003;5.173;02.04.2003;4.386;02.04.2003;4.12;09.04.2003;4.266;04.04.2003;4.349
07.04.2003;3.9769;03.04.2003;5.15;03.04.2003;4.422;03.04.2003;4.178;10.04.2003;4.218;07.04.2003;4.416
08.04.2003;3.9324;04.04.2003;5.158;04.04.2003;4.437;04.04.2003;4.186;11.04.2003;4.279;08.04.2003;4.381
09.04.2003;3.8957;07.04.2003;5.165;07.04.2003;4.513;07.04.2003;4.257;14.04.2003;4.302;09.04.2003;4.352
10.04.2003;3.9421;08.04.2003;5.114;08.04.2003;4.473;08.04.2003;4.226;15.04.2003;4.269;10.04.2003;4.298
11.04.2003;3.9712;09.04.2003;5.079;09.04.2003;4.467;09.04.2003;4.205;16.04.2003;4.227;11.04.2003;4.359
14.04.2003;4.014;10.04.2003;5.078;10.04.2003;4.407;10.04.2003;4.145;17.04.2003;4.225;14.04.2003;4.382
15.04.2003;3.9848;11.04.2003;5.093;11.04.2003;4.464;11.04.2003;4.207;18.04.2003;4.24;15.04.2003;4.353
16.04.2003;3.9382;14.04.2003;5.129;14.04.2003;4.486;14.04.2003;4.233;21.04.2003;4.23;16.04.2003;4.309
17.04.2003;3.9558;15.04.2003;5.086;15.04.2003;4.466;15.04.2003;4.209;22.04.2003;4.191;17.04.2003;4.298
18.04.2003;3.9558;16.04.2003;5.056;16.04.2003;4.432;16.04.2003;4.172;23.04.2003;4.23;18.04.2003;4.318
21.04.2003;3.9811;17.04.2003;5.055;17.04.2003;4.41;17.04.2003;4.157;24.04.2003;4.168;21.04.2003;4.316
22.04.2003;3.9636;18.04.2003;5.054;18.04.2003;4.416;18.04.2003;4.172;25.04.2003;4.163;22.04.2003;4.262
23.04.2003;3.9753;21.04.2003;5.029;21.04.2003;4.419;21.04.2003;4.171;28.04.2003;4.184;23.04.2003;4.303
24.04.2003;3.9189;22.04.2003;5.033;22.04.2003;4.391;22.04.2003;4.125;29.04.2003;4.206;24.04.2003;4.246
25.04.2003;3.888;23.04.2003;5.05;23.04.2003;4.435;23.04.2003;4.166;30.04.2003;4.148;25.04.2003;4.239
28.04.2003;3.9015;24.04.2003;4.982;24.04.2003;4.365;24.04.2003;4.108;01.05.2003;4.143;28.04.2003;4.266
29.04.2003;3.9267;25.04.2003;4.932;25.04.2003;4.354;25.04.2003;4.101;02.05.2003;4.15;29.04.2003;4.284
30.04.2003;3.8359;28.04.2003;4.917;28.04.2003;4.359;28.04.2003;4.12;05.05.2003;4.137;30.04.2003;4.23
01.05.2003;3.8397;29.04.2003;4.935;29.04.2003;4.373;29.04.2003;4.146;06.05.2003;4.146;01.05.2003;4.226
02.05.2003;3.919;30.04.2003;4.907;30.04.2003;4.35;30.04.2003;4.092;07.05.2003;4.037;02.05.2003;4.233
05.05.2003;3.8841;01.05.2003;4.906;01.05.2003;4.282;01.05.2003;4.082;08.05.2003;4;05.05.2003;4.217
06.05.2003;3.7839;02.05.2003;4.952;02.05.2003;4.351;02.05.2003;4.082;09.05.2003;3.992;06.05.2003;4.225
07.05.2003;3.675;05.05.2003;4.946;05.05.2003;4.352;05.05.2003;4.077;12.05.2003;3.972;07.05.2003;4.114
08.05.2003;3.6807;06.05.2003;4.89;06.05.2003;4.349;06.05.2003;4.083;13.05.2003;3.967;08.05.2003;4.079
09.05.2003;3.6796;07.05.2003;4.83;07.05.2003;4.269;07.05.2003;3.973;14.05.2003;3.971;09.05.2003;4.069
12.05.2003;3.6419;08.05.2003;4.843;08.05.2003;4.239;08.05.2003;3.944;15.05.2003;3.934;12.05.2003;4.05
13.05.2003;3.6025;09.05.2003;4.84;09.05.2003;4.235;09.05.2003;3.926;16.05.2003;3.884;13.05.2003;4.045
14.05.2003;3.5204;12.05.2003;4.831;12.05.2003;4.217;12.05.2003;3.907;19.05.2003;3.815;14.05.2003;4.043
15.05.2003;3.5297;13.05.2003;4.806;13.05.2003;4.199;13.05.2003;3.902;20.05.2003;3.804;15.05.2003;4.005
16.05.2003;3.4185;14.05.2003;4.746;14.05.2003;4.212;14.05.2003;3.906;21.05.2003;3.782;16.05.2003;3.959
19.05.2003;3.485;15.05.2003;4.737;15.05.2003;4.177;15.05.2003;3.874;22.05.2003;3.766;19.05.2003;3.891
20.05.2003;3.3542;16.05.2003;4.692;16.05.2003;4.133;16.05.2003;3.824;23.05.2003;3.706;20.05.2003;3.879
21.05.2003;3.3963;19.05.2003;4.672;19.05.2003;4.093;19.05.2003;3.755;26.05.2003;3.685;21.05.2003;3.855
22.05.2003;3.3138;20.05.2003;4.578;20.05.2003;4.066;20.05.2003;3.746;27.05.2003;3.74;22.05.2003;3.843
23.05.2003;3.3354;21.05.2003;4.561;21.05.2003;4.038;21.05.2003;3.717;28.05.2003;3.828;23.05.2003;3.783
26.05.2003;3.3317;22.05.2003;4.467;22.05.2003;4.03;22.05.2003;3.7;29.05.2003;3.76;26.05.2003;3.763
27.05.2003;3.4106;23.05.2003;4.44;23.05.2003;3.982;23.05.2003;3.64;30.05.2003;3.776;27.05.2003;3.813
28.05.2003;3.4235;26.05.2003;4.407;26.05.2003;3.982;26.05.2003;3.615;02.06.2003;3.819;28.05.2003;3.902
29.05.2003;3.3352;27.05.2003;4.463;27.05.2003;4.015;27.05.2003;3.675;03.06.2003;3.701;29.05.2003;3.831
30.05.2003;3.3699;28.05.2003;4.504;28.05.2003;4.11;28.05.2003;3.774;04.06.2003;3.729;30.05.2003;3.846
02.06.2003;3.4085;29.05.2003;4.406;29.05.2003;4.045;29.05.2003;3.708;05.06.2003;3.666;02.06.2003;3.886
03.06.2003;3.3293;30.05.2003;4.414;30.05.2003;4.066;30.05.2003;3.721;06.06.2003;3.722;03.06.2003;3.763
04.06.2003;3.2927;02.06.2003;4.464;02.06.2003;4.107;02.06.2003;3.757;09.06.2003;3.64;04.06.2003;3.788
05.06.2003;3.342;03.06.2003;4.364;03.06.2003;4.009;03.06.2003;3.644;10.06.2003;3.596;05.06.2003;3.726
06.06.2003;3.351;04.06.2003;4.355;04.06.2003;4.065;04.06.2003;3.67;11.06.2003;3.568;06.06.2003;3.788
09.06.2003;3.2758;05.06.2003;4.349;05.06.2003;3.998;05.06.2003;3.609;12.06.2003;3.569;09.06.2003;3.704
10.06.2003;3.1903;06.06.2003;4.308;06.06.2003;4.062;06.06.2003;3.679;13.06.2003;3.511;10.06.2003;3.659
11.06.2003;3.2101;09.06.2003;4.226;09.06.2003;3.951;09.06.2003;3.592;16.06.2003;3.556;11.06.2003;3.633
12.06.2003;3.163;10.06.2003;4.143;10.06.2003;3.933;10.06.2003;3.555;17.06.2003;3.647;12.06.2003;3.635
13.06.2003;3.1121;11.06.2003;4.177;11.06.2003;3.903;11.06.2003;3.522;18.06.2003;3.731;13.06.2003;3.577
16.06.2003;3.1716;12.06.2003;4.125;12.06.2003;3.92;12.06.2003;3.523;19.06.2003;3.718;16.06.2003;3.626
17.06.2003;3.2605;13.06.2003;4.026;13.06.2003;3.858;13.06.2003;3.465;20.06.2003;3.753;17.06.2003;3.72
18.06.2003;3.3614;16.06.2003;4.133;16.06.2003;3.884;16.06.2003;3.499;23.06.2003;3.728;18.06.2003;3.803
19.06.2003;3.3374;17.06.2003;4.239;17.06.2003;3.949;17.06.2003;3.551;24.06.2003;3.722;19.06.2003;3.794
20.06.2003;3.3648;18.06.2003;4.257;18.06.2003;4.045;18.06.2003;3.684;25.06.2003;3.681;20.06.2003;3.813
23.06.2003;3.3113;19.06.2003;4.285;19.06.2003;4.06;19.06.2003;3.687;26.06.2003;3.865;23.06.2003;3.789
24.06.2003;3.2489;20.06.2003;4.346;20.06.2003;4.062;20.06.2003;3.697;27.06.2003;3.91;24.06.2003;3.793
25.06.2003;3.4035;23.06.2003;4.287;23.06.2003;4.046;23.06.2003;3.681;30.06.2003;3.85;25.06.2003;3.746
26.06.2003;3.5416;24.06.2003;4.271;24.06.2003;4.072;24.06.2003;3.682;01.07.2003;3.854;26.06.2003;3.915
27.06.2003;3.5415;25.06.2003;4.383;25.06.2003;4.035;25.06.2003;3.643;02.07.2003;3.908;27.06.2003;3.954
30.06.2003;3.5133;26.06.2003;4.477;26.06.2003;4.168;26.06.2003;3.806;03.07.2003;3.972;30.06.2003;3.899
01.07.2003;3.5471;27.06.2003;4.502;27.06.2003;4.211;27.06.2003;3.848;04.07.2003;3.928;01.07.2003;3.902
02.07.2003;3.5358;30.06.2003;4.453;30.06.2003;4.157;30.06.2003;3.802;07.07.2003;3.985;02.07.2003;3.956
03.07.2003;3.6607;01.07.2003;4.459;01.07.2003;4.145;01.07.2003;3.799;08.07.2003;3.977;03.07.2003;4.013
04.07.2003;3.6474;02.07.2003;4.468;02.07.2003;4.26;02.07.2003;3.921;09.07.2003;3.96;04.07.2003;3.971
07.07.2003;3.7315;03.07.2003;4.55;03.07.2003;4.316;03.07.2003;3.978;10.07.2003;3.904;07.07.2003;4.031
08.07.2003;3.7143;04.07.2003;4.535;04.07.2003;4.276;04.07.2003;3.932;11.07.2003;3.903;08.07.2003;4.02
09.07.2003;3.6798;07.07.2003;4.668;07.07.2003;4.302;07.07.2003;3.984;14.07.2003;3.873;09.07.2003;4.008
10.07.2003;3.655;08.07.2003;4.661;08.07.2003;4.303;08.07.2003;3.976;15.07.2003;4.028;10.07.2003;3.964
11.07.2003;3.6265;09.07.2003;4.636;09.07.2003;4.301;09.07.2003;3.969;16.07.2003;4.043;11.07.2003;3.97
14.07.2003;3.724;10.07.2003;4.62;10.07.2003;4.232;10.07.2003;3.916;17.07.2003;4.07;14.07.2003;3.941
15.07.2003;3.9807;11.07.2003;4.643;11.07.2003;4.218;11.07.2003;3.917;18.07.2003;4.038;15.07.2003;4.098
16.07.2003;3.918;14.07.2003;4.694;14.07.2003;4.204;14.07.2003;3.882;21.07.2003;4.083;16.07.2003;4.176
17.07.2003;3.92;15.07.2003;4.796;15.07.2003;4.3;15.07.2003;4.027;22.07.2003;4.084;17.07.2003;4.216
18.07.2003;3.9989;16.07.2003;4.717;16.07.2003;4.343;16.07.2003;4.043;23.07.2003;4.013;18.07.2003;4.188
21.07.2003;4.2105;17.07.2003;4.658;17.07.2003;4.386;17.07.2003;4.079;24.07.2003;4.079;21.07.2003;4.223
22.07.2003;4.1223;18.07.2003;4.683;18.07.2003;4.367;18.07.2003;4.041;25.07.2003;4.008;22.07.2003;4.216
23.07.2003;4.1084;21.07.2003;4.785;21.07.2003;4.414;21.07.2003;4.08;28.07.2003;4.116;23.07.2003;4.147
24.07.2003;4.1646;22.07.2003;4.726;22.07.2003;4.397;22.07.2003;4.079;29.07.2003;4.108;24.07.2003;4.205
25.07.2003;4.175;23.07.2003;4.669;23.07.2003;4.357;23.07.2003;4.02;30.07.2003;4.123;25.07.2003;4.137
28.07.2003;4.2802;24.07.2003;4.69;24.07.2003;4.433;24.07.2003;4.075;31.07.2003;4.202;28.07.2003;4.252
29.07.2003;4.4381;25.07.2003;4.715;25.07.2003;4.358;25.07.2003;4;01.08.2003;4.21;29.07.2003;4.242
30.07.2003;4.307;28.07.2003;4.766;28.07.2003;4.478;28.07.2003;4.112;04.08.2003;4.155;30.07.2003;4.265
31.07.2003;4.4055;29.07.2003;4.831;29.07.2003;4.412;29.07.2003;4.084;05.08.2003;4.178;31.07.2003;4.338
01.08.2003;4.3834;30.07.2003;4.789;30.07.2003;4.443;30.07.2003;4.124;06.08.2003;4.143;01.08.2003;4.349
04.08.2003;4.2833;31.07.2003;4.843;31.07.2003;4.523;31.07.2003;4.19;07.08.2003;4.107;04.08.2003;4.296
05.08.2003;4.3899;01.08.2003;4.835;01.08.2003;4.546;01.08.2003;4.194;08.08.2003;4.011;05.08.2003;4.319
06.08.2003;4.2674;04.08.2003;4.82;04.08.2003;4.506;04.08.2003;4.143;11.08.2003;4.088;06.08.2003;4.286
07.08.2003;4.2168;05.08.2003;4.926;05.08.2003;4.534;05.08.2003;4.162;12.08.2003;4.075;07.08.2003;4.247
08.08.2003;4.2694;06.08.2003;4.886;06.08.2003;4.47;06.08.2003;4.138;13.08.2003;4.188;08.08.2003;4.146
11.08.2003;4.353;07.08.2003;4.841;07.08.2003;4.436;07.08.2003;4.102;14.08.2003;4.226;11.08.2003;4.216
12.08.2003;4.4256;08.08.2003;4.805;08.08.2003;4.354;08.08.2003;4.015;15.08.2003;4.172;12.08.2003;4.202
13.08.2003;4.5602;11.08.2003;4.882;11.08.2003;4.43;11.08.2003;4.089;18.08.2003;4.176;13.08.2003;4.315
14.08.2003;4.4887;12.08.2003;4.971;12.08.2003;4.443;12.08.2003;4.077;19.08.2003;4.153;14.08.2003;4.357
15.08.2003;4.5285;13.08.2003;5.049;13.08.2003;4.545;13.08.2003;4.179;20.08.2003;4.197;15.08.2003;4.302
18.08.2003;4.4572;14.08.2003;5.017;14.08.2003;4.602;14.08.2003;4.211;21.08.2003;4.207;18.08.2003;4.303
19.08.2003;4.3609;15.08.2003;5.003;15.08.2003;4.561;15.08.2003;4.16;22.08.2003;4.193;19.08.2003;4.282
20.08.2003;4.4355;18.08.2003;4.921;18.08.2003;4.552;18.08.2003;4.16;25.08.2003;4.192;20.08.2003;4.333
21.08.2003;4.4751;19.08.2003;4.798;19.08.2003;4.546;19.08.2003;4.146;26.08.2003;4.181;21.08.2003;4.347
22.08.2003;4.4732;20.08.2003;4.824;20.08.2003;4.574;20.08.2003;4.182;27.08.2003;4.211;22.08.2003;4.333
25.08.2003;4.5249;21.08.2003;4.89;21.08.2003;4.601;21.08.2003;4.198;28.08.2003;4.181;25.08.2003;4.327
26.08.2003;4.4733;22.08.2003;4.896;22.08.2003;4.593;22.08.2003;4.186;29.08.2003;4.198;26.08.2003;4.319
27.08.2003;4.5349;25.08.2003;4.927;25.08.2003;4.593;25.08.2003;4.177;01.09.2003;4.229;27.08.2003;4.35
28.08.2003;4.4141;26.08.2003;4.906;26.08.2003;4.598;26.08.2003;4.18;02.09.2003;4.362;28.08.2003;4.317
29.08.2003;4.4636;27.08.2003;4.965;27.08.2003;4.62;27.08.2003;4.208;03.09.2003;4.378;29.08.2003;4.331
01.09.2003;4.4577;28.08.2003;4.892;28.08.2003;4.583;28.08.2003;4.181;04.09.2003;4.357;01.09.2003;4.355
02.09.2003;4.5993;29.08.2003;4.875;29.08.2003;4.605;29.08.2003;4.197;05.09.2003;4.356;02.09.2003;4.489
03.09.2003;4.5933;01.09.2003;4.878;01.09.2003;4.614;01.09.2003;4.216;08.09.2003;4.299;03.09.2003;4.501
04.09.2003;4.5034;02.09.2003;4.925;02.09.2003;4.738;02.09.2003;4.343;09.09.2003;4.341;04.09.2003;4.478
05.09.2003;4.3474;03.09.2003;4.969;03.09.2003;4.765;03.09.2003;4.376;10.09.2003;4.297;05.09.2003;4.438
08.09.2003;4.4262;04.09.2003;4.918;04.09.2003;4.743;04.09.2003;4.354;11.09.2003;4.322;08.09.2003;4.39
09.09.2003;4.3552;05.09.2003;4.815;05.09.2003;4.693;05.09.2003;4.314;12.09.2003;4.188;09.09.2003;4.422
10.09.2003;4.2711;08.09.2003;4.818;08.09.2003;4.647;08.09.2003;4.271;15.09.2003;4.213;10.09.2003;4.371
11.09.2003;4.3141;09.09.2003;4.804;09.09.2003;4.706;09.09.2003;4.301;16.09.2003;4.233;11.09.2003;4.396
12.09.2003;4.2516;10.09.2003;4.776;10.09.2003;4.655;10.09.2003;4.256;17.09.2003;4.218;12.09.2003;4.273
15.09.2003;4.2671;11.09.2003;4.819;11.09.2003;4.674;11.09.2003;4.278;18.09.2003;4.227;15.09.2003;4.298
16.09.2003;4.2749;12.09.2003;4.789;12.09.2003;4.553;12.09.2003;4.154;19.09.2003;4.201;16.09.2003;4.313
17.09.2003;4.1777;15.09.2003;4.799;15.09.2003;4.58;15.09.2003;4.176;22.09.2003;4.161;17.09.2003;4.299
18.09.2003;4.1622;16.09.2003;4.824;16.09.2003;4.633;16.09.2003;4.195;23.09.2003;4.142;18.09.2003;4.306
19.09.2003;4.1602;17.09.2003;4.785;17.09.2003;4.655;17.09.2003;4.186;24.09.2003;4.151;19.09.2003;4.282
22.09.2003;4.2164;18.09.2003;4.765;18.09.2003;4.632;18.09.2003;4.188;25.09.2003;4.14;22.09.2003;4.249
23.09.2003;4.2047;19.09.2003;4.76;19.09.2003;4.615;19.09.2003;4.16;26.09.2003;4.084;23.09.2003;4.23
24.09.2003;4.1331;22.09.2003;4.713;22.09.2003;4.611;22.09.2003;4.126;29.09.2003;4.112;24.09.2003;4.241
25.09.2003;4.081;23.09.2003;4.684;23.09.2003;4.596;23.09.2003;4.101;30.09.2003;4.05;25.09.2003;4.226
26.09.2003;4.0005;24.09.2003;4.657;24.09.2003;4.609;24.09.2003;4.109;01.10.2003;4.058;26.09.2003;4.174
29.09.2003;4.0751;25.09.2003;4.623;25.09.2003;4.593;25.09.2003;4.084;02.10.2003;4.156;29.09.2003;4.199
30.09.2003;3.9376;26.09.2003;4.582;26.09.2003;4.529;26.09.2003;4.029;03.10.2003;4.262;30.09.2003;4.141
01.10.2003;3.9318;29.09.2003;4.637;29.09.2003;4.557;29.09.2003;4.055;06.10.2003;4.217;01.10.2003;4.145
02.10.2003;3.9926;30.09.2003;4.562;30.09.2003;4.53;30.09.2003;3.995;07.10.2003;4.249;02.10.2003;4.257
03.10.2003;4.1987;01.10.2003;4.546;01.10.2003;4.534;01.10.2003;3.997;08.10.2003;4.238;03.10.2003;4.361
06.10.2003;4.1695;02.10.2003;4.595;02.10.2003;4.643;02.10.2003;4.11;09.10.2003;4.299;06.10.2003;4.317
07.10.2003;4.2573;03.10.2003;4.742;03.10.2003;4.736;03.10.2003;4.21;10.10.2003;4.242;07.10.2003;4.345
08.10.2003;4.2357;06.10.2003;4.72;06.10.2003;4.705;06.10.2003;4.171;13.10.2003;4.318;08.10.2003;4.332
09.10.2003;4.2906;07.10.2003;4.776;07.10.2003;4.733;07.10.2003;4.202;14.10.2003;4.325;09.10.2003;4.394
10.10.2003;4.269;08.10.2003;4.764;08.10.2003;4.747;08.10.2003;4.199;15.10.2003;4.377;10.10.2003;4.338
13.10.2003;4.2513;09.10.2003;4.828;09.10.2003;4.798;09.10.2003;4.253;16.10.2003;4.345;13.10.2003;4.413
14.10.2003;4.3439;10.10.2003;4.821;10.10.2003;4.734;10.10.2003;4.2;17.10.2003;4.364;14.10.2003;4.421
15.10.2003;4.3974;13.10.2003;4.83;13.10.2003;4.817;13.10.2003;4.277;20.10.2003;4.349;15.10.2003;4.468
16.10.2003;4.4593;14.10.2003;4.902;14.10.2003;4.85;14.10.2003;4.285;21.10.2003;4.309;16.10.2003;4.426
17.10.2003;4.3876;15.10.2003;4.963;15.10.2003;4.911;15.10.2003;4.336;22.10.2003;4.285;17.10.2003;4.447
20.10.2003;4.3817;16.10.2003;5.013;16.10.2003;4.888;16.10.2003;4.298;23.10.2003;4.319;20.10.2003;4.434
21.10.2003;4.342;17.10.2003;4.935;17.10.2003;4.905;17.10.2003;4.323;24.10.2003;4.302;21.10.2003;4.394
22.10.2003;4.2513;20.10.2003;4.894;20.10.2003;4.897;20.10.2003;4.31;27.10.2003;4.326;22.10.2003;4.373
23.10.2003;4.3163;21.10.2003;4.862;21.10.2003;4.866;21.10.2003;4.272;28.10.2003;4.343;23.10.2003;4.413
