USGG10YR Index;;GCAN10YR Index;;GUKG10 Index;;GDBR10 Index;;GFRN10 Index;;GBTPGR10 Index;
Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST
25.03.2002;5.408;21.03.2002;5.778;21.03.2002;5.3;21.03.2002;5.227;28.03.2002;5.33;25.03.2002;5.515
26.03.2002;5.345;22.03.2002;5.8;22.03.2002;5.309;22.03.2002;5.257;29.03.2002;5.333;26.03.2002;5.478
27.03.2002;5.341;25.03.2002;5.803;25.03.2002;5.329;25.03.2002;5.278;01.04.2002;5.332;27.03.2002;5.466
28.03.2002;5.4;26.03.2002;5.771;26.03.2002;5.298;26.03.2002;5.239;02.04.2002;5.328;28.03.2002;5.497
29.03.2002;5.396;27.03.2002;5.795;27.03.2002;5.232;27.03.2002;5.224;03.04.2002;5.275;29.03.2002;5.51
01.04.2002;5.426;28.03.2002;5.784;28.03.2002;5.294;28.03.2002;5.251;04.04.2002;5.212;01.04.2002;5.51
02.04.2002;5.341;29.03.2002;5.787;29.03.2002;5.293;29.03.2002;5.255;05.04.2002;5.208;02.04.2002;5.499
03.04.2002;5.278;01.04.2002;5.796;01.04.2002;5.295;01.04.2002;5.256;08.04.2002;5.242;03.04.2002;5.447
04.04.2002;5.258;02.04.2002;5.742;02.04.2002;5.292;02.04.2002;5.252;09.04.2002;5.257;04.04.2002;5.386
05.04.2002;5.206;03.04.2002;5.708;03.04.2002;5.232;03.04.2002;5.201;10.04.2002;5.272;05.04.2002;5.38
08.04.2002;5.262;04.04.2002;5.668;04.04.2002;5.179;04.04.2002;5.141;11.04.2002;5.233;08.04.2002;5.415
09.04.2002;5.202;05.04.2002;5.648;05.04.2002;5.193;05.04.2002;5.135;12.04.2002;5.229;09.04.2002;5.425
10.04.2002;5.233;08.04.2002;5.716;08.04.2002;5.207;08.04.2002;5.165;15.04.2002;5.191;10.04.2002;5.435
11.04.2002;5.206;09.04.2002;5.675;09.04.2002;5.223;09.04.2002;5.177;16.04.2002;5.267;11.04.2002;5.402
12.04.2002;5.156;10.04.2002;5.701;10.04.2002;5.24;10.04.2002;5.187;17.04.2002;5.275;12.04.2002;5.394
15.04.2002;5.138;11.04.2002;5.661;11.04.2002;5.181;11.04.2002;5.152;18.04.2002;5.282;15.04.2002;5.357
16.04.2002;5.192;12.04.2002;5.61;12.04.2002;5.181;12.04.2002;5.148;19.04.2002;5.287;16.04.2002;5.429
17.04.2002;5.233;15.04.2002;5.575;15.04.2002;5.148;15.04.2002;5.109;22.04.2002;5.245;17.04.2002;5.431
18.04.2002;5.198;16.04.2002;5.641;16.04.2002;5.226;16.04.2002;5.184;23.04.2002;5.283;18.04.2002;5.441
19.04.2002;5.1962;17.04.2002;5.69;17.04.2002;5.227;17.04.2002;5.187;24.04.2002;5.244;19.04.2002;5.439
22.04.2002;5.1755;18.04.2002;5.662;18.04.2002;5.259;18.04.2002;5.201;25.04.2002;5.202;22.04.2002;5.396
23.04.2002;5.161;19.04.2002;5.662;19.04.2002;5.269;19.04.2002;5.204;26.04.2002;5.183;23.04.2002;5.428
24.04.2002;5.1113;22.04.2002;5.669;22.04.2002;5.226;22.04.2002;5.159;29.04.2002;5.228;24.04.2002;5.392
25.04.2002;5.0928;23.04.2002;5.682;23.04.2002;5.263;23.04.2002;5.19;30.04.2002;5.211;25.04.2002;5.354
26.04.2002;5.0537;24.04.2002;5.649;24.04.2002;5.232;24.04.2002;5.151;01.05.2002;5.216;26.04.2002;5.336
29.04.2002;5.1198;25.04.2002;5.628;25.04.2002;5.174;25.04.2002;5.109;02.05.2002;5.264;29.04.2002;5.378
30.04.2002;5.0847;26.04.2002;5.616;26.04.2002;5.139;26.04.2002;5.092;03.05.2002;5.194;30.04.2002;5.364
01.05.2002;5.0579;29.04.2002;5.637;29.04.2002;5.194;29.04.2002;5.134;06.05.2002;5.193;01.05.2002;5.37
02.05.2002;5.0931;30.04.2002;5.617;30.04.2002;5.189;30.04.2002;5.122;07.05.2002;5.182;02.05.2002;5.421
03.05.2002;5.054;01.05.2002;5.584;01.05.2002;5.153;01.05.2002;5.127;08.05.2002;5.242;03.05.2002;5.356
06.05.2002;5.0643;02.05.2002;5.607;02.05.2002;5.221;02.05.2002;5.181;09.05.2002;5.272;06.05.2002;5.358
07.05.2002;5.054;03.05.2002;5.557;03.05.2002;5.169;03.05.2002;5.116;10.05.2002;5.279;07.05.2002;5.348
08.05.2002;5.2162;06.05.2002;5.525;06.05.2002;5.167;06.05.2002;5.115;13.05.2002;5.285;08.05.2002;5.404
09.05.2002;5.1619;07.05.2002;5.513;07.05.2002;5.158;07.05.2002;5.102;14.05.2002;5.339;09.05.2002;5.432
10.05.2002;5.1163;08.05.2002;5.632;08.05.2002;5.207;08.05.2002;5.16;15.05.2002;5.331;10.05.2002;5.438
13.05.2002;5.2207;09.05.2002;5.587;09.05.2002;5.246;09.05.2002;5.193;16.05.2002;5.316;13.05.2002;5.443
14.05.2002;5.2755;10.05.2002;5.59;10.05.2002;5.26;10.05.2002;5.199;17.05.2002;5.34;14.05.2002;5.494
15.05.2002;5.244;13.05.2002;5.671;13.05.2002;5.268;13.05.2002;5.202;20.05.2002;5.266;15.05.2002;5.481
16.05.2002;5.1665;14.05.2002;5.742;14.05.2002;5.308;14.05.2002;5.254;21.05.2002;5.258;16.05.2002;5.465
17.05.2002;5.2506;15.05.2002;5.728;15.05.2002;5.307;15.05.2002;5.252;22.05.2002;5.243;17.05.2002;5.49
20.05.2002;5.1982;16.05.2002;5.683;16.05.2002;5.299;16.05.2002;5.238;23.05.2002;5.227;20.05.2002;5.419
21.05.2002;5.1481;17.05.2002;5.718;17.05.2002;5.338;17.05.2002;5.258;24.05.2002;5.245;21.05.2002;5.405
22.05.2002;5.1127;20.05.2002;5.692;20.05.2002;5.265;20.05.2002;5.189;27.05.2002;5.275;22.05.2002;5.39
23.05.2002;5.1482;21.05.2002;5.625;21.05.2002;5.259;21.05.2002;5.18;28.05.2002;5.254;23.05.2002;5.373
24.05.2002;5.1443;22.05.2002;5.61;22.05.2002;5.249;22.05.2002;5.164;29.05.2002;5.238;24.05.2002;5.385
27.05.2002;5.136;23.05.2002;5.608;23.05.2002;5.246;23.05.2002;5.146;30.05.2002;5.223;27.05.2002;5.417
28.05.2002;5.1277;24.05.2002;5.571;24.05.2002;5.238;24.05.2002;5.16;31.05.2002;5.256;28.05.2002;5.399
29.05.2002;5.0611;27.05.2002;5.586;27.05.2002;5.298;27.05.2002;5.19;03.06.2002;5.252;29.05.2002;5.383
30.05.2002;5.0198;28.05.2002;5.56;28.05.2002;5.267;28.05.2002;5.169;04.06.2002;5.214;30.05.2002;5.365
31.05.2002;5.0427;29.05.2002;5.494;29.05.2002;5.25;29.05.2002;5.155;05.06.2002;5.213;31.05.2002;5.394
03.06.2002;4.9972;30.05.2002;5.459;30.05.2002;5.236;30.05.2002;5.14;06.06.2002;5.213;03.06.2002;5.393
04.06.2002;5.0262;31.05.2002;5.502;31.05.2002;5.253;31.05.2002;5.168;07.06.2002;5.217;04.06.2002;5.354
05.06.2002;5.0469;03.06.2002;5.484;03.06.2002;5.257;03.06.2002;5.164;10.06.2002;5.191;05.06.2002;5.347
06.06.2002;4.9746;04.06.2002;5.509;04.06.2002;5.257;04.06.2002;5.127;11.06.2002;5.208;06.06.2002;5.349
07.06.2002;5.0658;05.06.2002;5.538;05.06.2002;5.221;05.06.2002;5.126;12.06.2002;5.171;07.06.2002;5.354
10.06.2002;5.0264;06.06.2002;5.503;06.06.2002;5.215;06.06.2002;5.13;13.06.2002;5.107;10.06.2002;5.33
11.06.2002;4.9727;07.06.2002;5.518;07.06.2002;5.218;07.06.2002;5.131;14.06.2002;5.06;11.06.2002;5.346
12.06.2002;4.9624;10.06.2002;5.519;10.06.2002;5.198;10.06.2002;5.105;17.06.2002;5.097;12.06.2002;5.31
13.06.2002;4.8987;11.06.2002;5.498;11.06.2002;5.214;11.06.2002;5.125;18.06.2002;5.069;13.06.2002;5.246
14.06.2002;4.7967;12.06.2002;5.488;12.06.2002;5.197;12.06.2002;5.09;19.06.2002;5.038;14.06.2002;5.208
17.06.2002;4.8435;13.06.2002;5.427;13.06.2002;5.083;13.06.2002;5.022;20.06.2002;5.056;17.06.2002;5.246
18.06.2002;4.8333;14.06.2002;5.349;14.06.2002;5.015;14.06.2002;4.973;21.06.2002;5.051;18.06.2002;5.218
19.06.2002;4.7257;17.06.2002;5.374;17.06.2002;5.023;17.06.2002;5.008;24.06.2002;5.016;19.06.2002;5.195
20.06.2002;4.7885;18.06.2002;5.379;18.06.2002;4.999;18.06.2002;4.984;25.06.2002;5.064;20.06.2002;5.207
21.06.2002;4.7661;19.06.2002;5.318;19.06.2002;4.972;19.06.2002;4.952;26.06.2002;4.984;21.06.2002;5.203
24.06.2002;4.8272;20.06.2002;5.365;20.06.2002;5.011;20.06.2002;4.97;27.06.2002;5.005;24.06.2002;5.17
25.06.2002;4.817;21.06.2002;5.338;21.06.2002;5.027;21.06.2002;4.966;28.06.2002;5.03;25.06.2002;5.217
26.06.2002;4.7417;24.06.2002;5.371;24.06.2002;4.959;24.06.2002;4.928;01.07.2002;5.067;26.06.2002;5.139
27.06.2002;4.821;25.06.2002;5.372;25.06.2002;5.031;25.06.2002;4.977;02.07.2002;5.018;27.06.2002;5.156
28.06.2002;4.7965;26.06.2002;5.37;26.06.2002;4.946;26.06.2002;4.897;03.07.2002;5.028;28.06.2002;5.188
01.07.2002;4.7802;27.06.2002;5.394;27.06.2002;4.949;27.06.2002;4.92;04.07.2002;5.065;01.07.2002;5.217
02.07.2002;4.7254;28.06.2002;5.433;28.06.2002;5.006;28.06.2002;4.942;05.07.2002;5.108;02.07.2002;5.17
03.07.2002;4.7639;01.07.2002;5.431;01.07.2002;5.01;01.07.2002;4.973;08.07.2002;5.092;03.07.2002;5.176
04.07.2002;4.7618;02.07.2002;5.342;02.07.2002;4.998;02.07.2002;4.925;09.07.2002;5.091;04.07.2002;5.217
05.07.2002;4.856;03.07.2002;5.355;03.07.2002;5.013;03.07.2002;4.934;10.07.2002;5.029;05.07.2002;5.261
08.07.2002;4.7945;04.07.2002;5.359;04.07.2002;5.038;04.07.2002;4.972;11.07.2002;4.974;08.07.2002;5.246
09.07.2002;4.7252;05.07.2002;5.475;05.07.2002;5.093;05.07.2002;5.015;12.07.2002;4.955;09.07.2002;5.247
10.07.2002;4.6121;08.07.2002;5.453;08.07.2002;5.104;08.07.2002;5.006;15.07.2002;4.904;10.07.2002;5.184
11.07.2002;4.6362;09.07.2002;5.417;09.07.2002;5.1;09.07.2002;5.006;16.07.2002;4.948;11.07.2002;5.124
12.07.2002;4.5718;10.07.2002;5.341;10.07.2002;5.041;10.07.2002;4.945;17.07.2002;4.975;12.07.2002;5.104
15.07.2002;4.626;11.07.2002;5.369;11.07.2002;4.967;11.07.2002;4.894;18.07.2002;4.96;15.07.2002;5.056
16.07.2002;4.6805;12.07.2002;5.279;12.07.2002;4.934;12.07.2002;4.875;19.07.2002;4.915;16.07.2002;5.099
17.07.2002;4.6825;15.07.2002;5.317;15.07.2002;4.899;15.07.2002;4.828;22.07.2002;4.883;17.07.2002;5.128
18.07.2002;4.6057;16.07.2002;5.344;16.07.2002;4.905;16.07.2002;4.868;23.07.2002;4.892;18.07.2002;5.117
19.07.2002;4.5194;17.07.2002;5.336;17.07.2002;4.966;17.07.2002;4.897;24.07.2002;4.819;19.07.2002;5.068
22.07.2002;4.4437;18.07.2002;5.281;18.07.2002;4.948;18.07.2002;4.884;25.07.2002;4.834;22.07.2002;5.042
23.07.2002;4.4059;19.07.2002;5.219;19.07.2002;4.904;19.07.2002;4.84;26.07.2002;4.818;23.07.2002;5.047
24.07.2002;4.4852;22.07.2002;5.148;22.07.2002;4.878;22.07.2002;4.81;29.07.2002;4.877;24.07.2002;4.977
25.07.2002;4.3801;23.07.2002;5.11;23.07.2002;4.899;23.07.2002;4.812;30.07.2002;4.885;25.07.2002;4.994
26.07.2002;4.3817;24.07.2002;5.228;24.07.2002;4.819;24.07.2002;4.735;31.07.2002;4.835;26.07.2002;4.98
29.07.2002;4.5609;25.07.2002;5.141;25.07.2002;4.844;25.07.2002;4.745;01.08.2002;4.774;29.07.2002;5.035
30.07.2002;4.585;26.07.2002;5.167;26.07.2002;4.845;26.07.2002;4.729;02.08.2002;4.712;30.07.2002;5.046
31.07.2002;4.4588;29.07.2002;5.291;29.07.2002;4.9;29.07.2002;4.787;05.08.2002;4.641;31.07.2002;4.997
01.08.2002;4.3893;30.07.2002;5.293;30.07.2002;4.892;30.07.2002;4.795;06.08.2002;4.699;01.08.2002;4.935
02.08.2002;4.2904;31.07.2002;5.222;31.07.2002;4.856;31.07.2002;4.752;07.08.2002;4.634;02.08.2002;4.869
05.08.2002;4.2082;01.08.2002;5.137;01.08.2002;4.798;01.08.2002;4.7;08.08.2002;4.678;05.08.2002;4.8
06.08.2002;4.3315;02.08.2002;5.123;02.08.2002;4.762;02.08.2002;4.632;09.08.2002;4.645;06.08.2002;4.856
07.08.2002;4.3038;05.08.2002;5.102;05.08.2002;4.666;05.08.2002;4.564;12.08.2002;4.618;07.08.2002;4.79
08.08.2002;4.3945;06.08.2002;5.131;06.08.2002;4.714;06.08.2002;4.618;13.08.2002;4.582;08.08.2002;4.832
09.08.2002;4.255;07.08.2002;5.178;07.08.2002;4.639;07.08.2002;4.556;14.08.2002;4.519;09.08.2002;4.801
12.08.2002;4.215;08.08.2002;5.196;08.08.2002;4.668;08.08.2002;4.596;15.08.2002;4.658;12.08.2002;4.774
13.08.2002;4.0852;09.08.2002;5.145;09.08.2002;4.642;09.08.2002;4.561;16.08.2002;4.667;13.08.2002;4.74
14.08.2002;4.1194;12.08.2002;5.12;12.08.2002;4.616;12.08.2002;4.535;19.08.2002;4.694;14.08.2002;4.677
15.08.2002;4.1802;13.08.2002;5.04;13.08.2002;4.599;13.08.2002;4.499;20.08.2002;4.644;15.08.2002;4.817
16.08.2002;4.3244;14.08.2002;5.16;14.08.2002;4.531;14.08.2002;4.435;21.08.2002;4.732;16.08.2002;4.818
19.08.2002;4.2838;15.08.2002;5.178;15.08.2002;4.659;15.08.2002;4.57;22.08.2002;4.771;19.08.2002;4.842
20.08.2002;4.1475;16.08.2002;5.231;16.08.2002;4.671;16.08.2002;4.57;23.08.2002;4.737;20.08.2002;4.795
21.08.2002;4.1971;19.08.2002;5.186;19.08.2002;4.676;19.08.2002;4.605;26.08.2002;4.738;21.08.2002;4.88
22.08.2002;4.3166;20.08.2002;5.076;20.08.2002;4.638;20.08.2002;4.559;27.08.2002;4.738;22.08.2002;4.918
23.08.2002;4.2334;21.08.2002;5.111;21.08.2002;4.703;21.08.2002;4.652;28.08.2002;4.664;23.08.2002;4.884
26.08.2002;4.2237;22.08.2002;5.219;22.08.2002;4.745;22.08.2002;4.687;29.08.2002;4.647;26.08.2002;4.884
27.08.2002;4.2816;23.08.2002;5.157;23.08.2002;4.707;23.08.2002;4.654;30.08.2002;4.654;27.08.2002;4.886
28.08.2002;4.2121;26.08.2002;5.12;26.08.2002;4.711;26.08.2002;4.659;02.09.2002;4.583;28.08.2002;4.81
29.08.2002;4.1374;27.08.2002;5.172;27.08.2002;4.699;27.08.2002;4.653;03.09.2002;4.507;29.08.2002;4.791
30.08.2002;4.1409;28.08.2002;5.138;28.08.2002;4.622;28.08.2002;4.581;04.09.2002;4.509;30.08.2002;4.797
02.09.2002;4.1332;29.08.2002;5.094;29.08.2002;4.599;29.08.2002;4.563;05.09.2002;4.485;02.09.2002;4.723
03.09.2002;3.9627;30.08.2002;5.078;30.08.2002;4.617;30.08.2002;4.568;06.09.2002;4.482;03.09.2002;4.658
04.09.2002;3.9608;02.09.2002;5.041;02.09.2002;4.553;02.09.2002;4.503;09.09.2002;4.49;04.09.2002;4.657
05.09.2002;3.925;03.09.2002;4.916;03.09.2002;4.474;03.09.2002;4.429;10.09.2002;4.542;05.09.2002;4.636
06.09.2002;4.0113;04.09.2002;4.901;04.09.2002;4.468;04.09.2002;4.429;11.09.2002;4.604;06.09.2002;4.63
09.09.2002;4.0585;05.09.2002;4.846;05.09.2002;4.463;05.09.2002;4.403;12.09.2002;4.537;09.09.2002;4.637
10.09.2002;3.9941;06.09.2002;4.935;06.09.2002;4.445;06.09.2002;4.406;13.09.2002;4.5;10.09.2002;4.689
11.09.2002;4.0584;09.09.2002;4.953;09.09.2002;4.457;09.09.2002;4.411;16.09.2002;4.443;11.09.2002;4.753
12.09.2002;3.96;10.09.2002;4.916;10.09.2002;4.516;10.09.2002;4.463;17.09.2002;4.451;12.09.2002;4.681
13.09.2002;3.9052;11.09.2002;4.964;11.09.2002;4.567;11.09.2002;4.521;18.09.2002;4.417;13.09.2002;4.644
16.09.2002;3.9126;12.09.2002;4.903;12.09.2002;4.51;12.09.2002;4.45;19.09.2002;4.429;16.09.2002;4.587
17.09.2002;3.8172;13.09.2002;4.866;13.09.2002;4.492;13.09.2002;4.413;20.09.2002;4.475;17.09.2002;4.592
18.09.2002;3.8413;16.09.2002;4.872;16.09.2002;4.43;16.09.2002;4.359;23.09.2002;4.426;18.09.2002;4.56
19.09.2002;3.7761;17.09.2002;4.833;17.09.2002;4.458;17.09.2002;4.367;24.09.2002;4.401;19.09.2002;4.605
20.09.2002;3.785;18.09.2002;4.885;18.09.2002;4.414;18.09.2002;4.338;25.09.2002;4.433;20.09.2002;4.652
23.09.2002;3.6943;19.09.2002;4.838;19.09.2002;4.365;19.09.2002;4.308;26.09.2002;4.462;23.09.2002;4.605
24.09.2002;3.6446;20.09.2002;4.847;20.09.2002;4.416;20.09.2002;4.357;27.09.2002;4.459;24.09.2002;4.582
25.09.2002;3.7475;23.09.2002;4.806;23.09.2002;4.386;23.09.2002;4.309;30.09.2002;4.391;25.09.2002;4.621
26.09.2002;3.764;24.09.2002;4.828;24.09.2002;4.37;24.09.2002;4.281;01.10.2002;4.422;26.09.2002;4.646
27.09.2002;3.6584;25.09.2002;4.918;25.09.2002;4.417;25.09.2002;4.318;02.10.2002;4.499;27.09.2002;4.642
30.09.2002;3.5942;26.09.2002;4.947;26.09.2002;4.44;26.09.2002;4.344;03.10.2002;4.496;30.09.2002;4.577
01.10.2002;3.7152;27.09.2002;4.9;27.09.2002;4.443;27.09.2002;4.342;04.10.2002;4.475;01.10.2002;4.608
02.10.2002;3.6671;30.09.2002;4.901;30.09.2002;4.37;30.09.2002;4.272;07.10.2002;4.427;02.10.2002;4.68
03.10.2002;3.6835;01.10.2002;5.003;01.10.2002;4.398;01.10.2002;4.301;08.10.2002;4.417;03.10.2002;4.687
04.10.2002;3.6646;02.10.2002;4.928;02.10.2002;4.456;02.10.2002;4.381;09.10.2002;4.413;04.10.2002;4.665
07.10.2002;3.6131;03.10.2002;4.942;03.10.2002;4.485;03.10.2002;4.384;10.10.2002;4.472;07.10.2002;4.616
08.10.2002;3.6331;04.10.2002;4.989;04.10.2002;4.499;04.10.2002;4.366;11.10.2002;4.552;08.10.2002;4.596
09.10.2002;3.567;07.10.2002;4.958;07.10.2002;4.43;07.10.2002;4.321;14.10.2002;4.576;09.10.2002;4.593
10.10.2002;3.6566;08.10.2002;4.979;08.10.2002;4.424;08.10.2002;4.303;15.10.2002;4.679;10.10.2002;4.649
11.10.2002;3.7782;09.10.2002;4.946;09.10.2002;4.412;09.10.2002;4.299;16.10.2002;4.718;11.10.2002;4.715
14.10.2002;3.7856;10.10.2002;4.966;10.10.2002;4.491;10.10.2002;4.355;17.10.2002;4.695;14.10.2002;4.749
15.10.2002;3.9927;11.10.2002;5.048;11.10.2002;4.53;11.10.2002;4.425;18.10.2002;4.706;15.10.2002;4.847
16.10.2002;4.048;14.10.2002;5.041;14.10.2002;4.553;14.10.2002;4.462;21.10.2002;4.722;16.10.2002;4.879
17.10.2002;4.2002;15.10.2002;5.192;15.10.2002;4.655;15.10.2002;4.565;22.10.2002;4.752;17.10.2002;4.865
18.10.2002;4.1053;16.10.2002;5.239;16.10.2002;4.686;16.10.2002;4.605;23.10.2002;4.697;18.10.2002;4.877
21.10.2002;4.251;17.10.2002;5.31;17.10.2002;4.662;17.10.2002;4.591;24.10.2002;4.744;21.10.2002;4.889
22.10.2002;4.2584;18.10.2002;5.255;18.10.2002;4.673;18.10.2002;4.6;25.10.2002;4.698;22.10.2002;4.913
23.10.2002;4.231;21.10.2002;5.349;21.10.2002;4.677;21.10.2002;4.614;28.10.2002;4.651;23.10.2002;4.861
24.10.2002;4.1147;22.10.2002;5.32;22.10.2002;4.735;22.10.2002;4.645;29.10.2002;4.597;24.10.2002;4.901
25.10.2002;4.0914;23.10.2002;5.296;23.10.2002;4.668;23.10.2002;4.592;30.10.2002;4.649;25.10.2002;4.855
28.10.2002;4.0855;24.10.2002;5.259;24.10.2002;4.702;24.10.2002;4.637;31.10.2002;4.594;28.10.2002;4.815
29.10.2002;3.9382;25.10.2002;5.253;25.10.2002;4.662;25.10.2002;4.595;01.11.2002;4.643;29.10.2002;4.764
30.10.2002;3.961;28.10.2002;5.276;28.10.2002;4.623;28.10.2002;4.554;04.11.2002;4.654;30.10.2002;4.813
31.10.2002;3.8925;29.10.2002;5.185;29.10.2002;4.577;29.10.2002;4.498;05.11.2002;4.701;31.10.2002;4.759
01.11.2002;4.0045;30.10.2002;5.171;30.10.2002;4.601;30.10.2002;4.552;06.11.2002;4.708;01.11.2002;4.807
04.11.2002;4.0427;31.10.2002;5.039;31.10.2002;4.556;31.10.2002;4.511;07.11.2002;4.629;04.11.2002;4.82
05.11.2002;4.0696;01.11.2002;5.076;01.11.2002;4.599;01.11.2002;4.552;08.11.2002;4.55;05.11.2002;4.865
06.11.2002;4.033;04.11.2002;5.105;04.11.2002;4.626;04.11.2002;4.567;11.11.2002;4.52;06.11.2002;4.87
07.11.2002;3.8916;05.11.2002;5.176;05.11.2002;4.679;05.11.2002;4.613;12.11.2002;4.48;07.11.2002;4.793
08.11.2002;3.8558;06.11.2002;5.143;06.11.2002;4.683;06.11.2002;4.621;13.11.2002;4.49;08.11.2002;4.719
11.11.2002;3.8388;07.11.2002;5.035;07.11.2002;4.6;07.11.2002;4.54;14.11.2002;4.54;11.11.2002;4.685
12.11.2002;3.8482;08.11.2002;5.011;08.11.2002;4.55;08.11.2002;4.47;15.11.2002;4.54;12.11.2002;4.647
13.11.2002;3.8388;11.11.2002;4.977;11.11.2002;4.51;11.11.2002;4.44;18.11.2002;4.55;13.11.2002;4.671
14.11.2002;4.0556;12.11.2002;5.015;12.11.2002;4.48;12.11.2002;4.39;19.11.2002;4.52;14.11.2002;4.717
15.11.2002;4.0287;13.11.2002;5.009;13.11.2002;4.5;13.11.2002;4.41;20.11.2002;4.49;15.11.2002;4.697
18.11.2002;3.9961;14.11.2002;5.129;14.11.2002;4.55;14.11.2002;4.46;21.11.2002;4.58;18.11.2002;4.706
19.11.2002;3.977;15.11.2002;5.091;15.11.2002;4.55;15.11.2002;4.46;22.11.2002;4.59;19.11.2002;4.679
20.11.2002;4.0575;18.11.2002;5.063;18.11.2002;4.56;18.11.2002;4.47;25.11.2002;4.63;20.11.2002;4.659
21.11.2002;4.1522;19.11.2002;5.02;19.11.2002;4.54;19.11.2002;4.44;26.11.2002;4.57;21.11.2002;4.74
22.11.2002;4.1776;20.11.2002;5.059;20.11.2002;4.53;20.11.2002;4.41;27.11.2002;4.62;22.11.2002;4.73
25.11.2002;4.1737;21.11.2002;5.136;21.11.2002;4.62;21.11.2002;4.5;28.11.2002;4.61;25.11.2002;4.754
26.11.2002;4.0652;22.11.2002;5.151;22.11.2002;4.63;22.11.2002;4.51;29.11.2002;4.56;26.11.2002;4.701
27.11.2002;4.258;25.11.2002;5.142;25.11.2002;4.64;25.11.2002;4.54;02.12.2002;4.59;27.11.2002;4.75
28.11.2002;4.2502;26.11.2002;5.067;26.11.2002;4.61;26.11.2002;4.49;03.12.2002;4.55;28.11.2002;4.743
29.11.2002;4.2052;27.11.2002;5.176;27.11.2002;4.68;27.11.2002;4.54;04.12.2002;4.54;29.11.2002;4.701
02.12.2002;4.2287;28.11.2002;5.161;28.11.2002;4.68;28.11.2002;4.53;05.12.2002;4.516;02.12.2002;4.729
03.12.2002;4.2013;29.11.2002;5.129;29.11.2002;4.68;29.11.2002;4.49;06.12.2002;4.476;03.12.2002;4.689
04.12.2002;4.1506;02.12.2002;5.148;02.12.2002;4.71;02.12.2002;4.52;09.12.2002;4.449;04.12.2002;4.67
05.12.2002;4.137;03.12.2002;5.112;03.12.2002;4.68;03.12.2002;4.47;10.12.2002;4.449;05.12.2002;4.638
06.12.2002;4.0827;04.12.2002;5.057;04.12.2002;4.67;04.12.2002;4.48;11.12.2002;4.429;06.12.2002;4.607
09.12.2002;4.0344;05.12.2002;5.072;05.12.2002;4.618;05.12.2002;4.451;12.12.2002;4.381;09.12.2002;4.585
10.12.2002;4.0459;06.12.2002;5.043;06.12.2002;4.578;06.12.2002;4.412;13.12.2002;4.389;10.12.2002;4.588
11.12.2002;4.0228;09.12.2002;4.984;09.12.2002;4.555;09.12.2002;4.384;16.12.2002;4.412;11.12.2002;4.567
12.12.2002;4.0228;10.12.2002;5.004;10.12.2002;4.568;10.12.2002;4.378;17.12.2002;4.394;12.12.2002;4.511
13.12.2002;4.0672;11.12.2002;4.995;11.12.2002;4.557;11.12.2002;4.36;18.12.2002;4.348;13.12.2002;4.517
16.12.2002;4.1587;12.12.2002;5.008;12.12.2002;4.526;12.12.2002;4.318;19.12.2002;4.356;16.12.2002;4.543
17.12.2002;4.1236;13.12.2002;5.008;13.12.2002;4.519;13.12.2002;4.32;20.12.2002;4.352;17.12.2002;4.527
18.12.2002;4.0343;16.12.2002;5.041;16.12.2002;4.524;16.12.2002;4.344;23.12.2002;4.347;18.12.2002;4.494
19.12.2002;3.9382;17.12.2002;5;17.12.2002;4.541;17.12.2002;4.331;24.12.2002;4.35;19.12.2002;4.5
20.12.2002;3.9573;18.12.2002;4.947;18.12.2002;4.481;18.12.2002;4.286;25.12.2002;4.351;20.12.2002;4.503
23.12.2002;3.9707;19.12.2002;4.896;19.12.2002;4.469;19.12.2002;4.292;26.12.2002;4.351;23.12.2002;4.498
24.12.2002;3.9342;20.12.2002;4.914;20.12.2002;4.486;20.12.2002;4.294;27.12.2002;4.26;24.12.2002;4.5
25.12.2002;3.9323;23.12.2002;4.923;23.12.2002;4.476;23.12.2002;4.283;30.12.2002;4.273;25.12.2002;4.5
26.12.2002;3.9016;24.12.2002;4.883;24.12.2002;4.48;24.12.2002;4.286;31.12.2002;4.262;26.12.2002;4.503
27.12.2002;3.8083;25.12.2002;4.884;25.12.2002;4.49;25.12.2002;4.286;01.01.2003;4.265;27.12.2002;4.418
30.12.2002;3.7949;26.12.2002;4.884;26.12.2002;4.481;26.12.2002;4.286;02.01.2003;4.377;30.12.2002;4.434
31.12.2002;3.816;27.12.2002;4.803;27.12.2002;4.401;27.12.2002;4.197;03.01.2003;4.392;31.12.2002;4.427
01.01.2003;3.8175;30.12.2002;4.802;30.12.2002;4.402;30.12.2002;4.211;06.01.2003;4.372;01.01.2003;4.426
02.01.2003;4.0305;31.12.2002;4.796;31.12.2002;4.374;31.12.2002;4.204;07.01.2003;4.345;02.01.2003;4.536
03.01.2003;4.0169;01.01.2003;4.794;01.01.2003;4.391;01.01.2003;4.204;08.01.2003;4.289;03.01.2003;4.552
06.01.2003;4.0518;02.01.2003;4.927;02.01.2003;4.455;02.01.2003;4.311;09.01.2003;4.314;06.01.2003;4.531
07.01.2003;4.0053;03.01.2003;4.959;03.01.2003;4.485;03.01.2003;4.333;10.01.2003;4.3;07.01.2003;4.492
